Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71
8.5,0.85,0.8382,"",NaN,0,,"",NaN,8.5,0.85,0.8382,"",NaN,0,,"",NaN,8.5,25.5,1.05,NaN,NaN,0,,"",NaN,8.5,0.85,0.8382,"",NaN,0,,"",NaN,8.5,0.85,0.8382,"",NaN,0,,"",NaN,8.5,0.85,0.8382,"",NaN,0,,"",NaN,8.5,0.85,0.8382,"",NaN,0,,"",NaN,8.5,0.85,0.8382,"",NaN,0,,""
9,0.9,0.8128,"",NaN,0,,"",NaN,9,0.9,0.8128,"",NaN,0,,"",NaN,9,27,1.02,151.625,154.5,2.875,0.9840838646,"0",NaN,9,0.9,0.8128,"",NaN,0,,"",NaN,9,0.9,0.8128,"",NaN,0,,"",NaN,9,0.9,0.8128,"",NaN,0,,"",NaN,9,0.9,0.8128,"",NaN,0,,"",NaN,9,0.9,0.8128,"",NaN,0,,""
9.5,0.95,0.7874,"",NaN,0,,"",NaN,9.5,0.95,0.7874,"",NaN,0,,"",NaN,9.5,28.5,0.99,NaN,NaN,0,,"",NaN,9.5,0.95,0.7874,"",NaN,0,,"",NaN,9.5,0.95,0.7874,"",NaN,0,,"",NaN,9.5,0.95,0.7874,"",NaN,0,,"",NaN,9.5,0.95,0.7874,"",NaN,0,,"",NaN,9.5,0.95,0.7874,"",NaN,0,,""
10,1,0.762,"",NaN,0,,"",NaN,10,1,0.762,"",NaN,0,,"",NaN,10,30,0.96,151.6875,154.4375,2.75,0.9624530064,"0.01605878064",NaN,10,1,0.762,"",NaN,0,,"",NaN,10,1,0.762,"",NaN,0,,"",NaN,10,1,0.762,"",NaN,0,,"",NaN,10,1,0.762,"",NaN,0,,"",NaN,10,1,0.762,"",NaN,0,,""
10.5,1.05,0.7366,"",NaN,0,,"",NaN,10.5,1.05,0.7366,"",NaN,0,,"",NaN,10.5,31.5,0.93,NaN,NaN,0,,"",NaN,10.5,1.05,0.7366,"",NaN,0,,"",NaN,10.5,1.05,0.7366,"",NaN,0,,"",NaN,10.5,1.05,0.7366,"",NaN,0,,"",NaN,10.5,1.05,0.7366,"",NaN,0,,"",NaN,10.5,1.05,0.7366,"",NaN,0,,""
11,1.1,0.7112,"",NaN,0,,"",NaN,11,1.1,0.7112,"",NaN,0,,"",NaN,11,33,0.9,151.75,154.375,2.625,0.940324692,"0.02447079312",NaN,11,1.1,0.7112,"",NaN,0,,"",NaN,11,1.1,0.7112,"",NaN,0,,"",NaN,11,1.1,0.7112,"",NaN,0,,"",NaN,11,1.1,0.7112,"",NaN,0,,"",NaN,11,1.1,0.7112,"",NaN,0,,""
11.5,1.15,0.6858,"",NaN,0,,"",NaN,11.5,1.15,0.6858,"",NaN,0,,"",NaN,11.5,34.5,0.87,NaN,NaN,0,,"",NaN,11.5,1.15,0.6858,"",NaN,0,,"",NaN,11.5,1.15,0.6858,"",NaN,0,,"",NaN,11.5,1.15,0.6858,"",NaN,0,,"",NaN,11.5,1.15,0.6858,"",NaN,0,,"",NaN,11.5,1.15,0.6858,"",NaN,0,,""
12,1.2,0.6604,"",NaN,0,,"",NaN,12,1.2,0.6604,"",NaN,0,,"",NaN,12,36,0.84,151.875,154.25,2.375,0.894427191,"0.03473165785",NaN,12,1.2,0.6604,"",NaN,0,,"",NaN,12,1.2,0.6604,"",NaN,0,,"",NaN,12,1.2,0.6604,"",NaN,0,,"",NaN,12,1.2,0.6604,"",NaN,0,,"",NaN,12,1.2,0.6604,"",NaN,0,,""
12.5,1.25,0.635,"",NaN,0,,"",NaN,12.5,1.25,0.635,"",NaN,0,,"",NaN,12.5,37.5,0.81,NaN,NaN,0,,"",NaN,12.5,1.25,0.635,"",NaN,0,,"",NaN,12.5,1.25,0.635,"",NaN,0,,"",NaN,12.5,1.25,0.635,"",NaN,0,,"",NaN,12.5,1.25,0.635,"",NaN,0,,"",NaN,12.5,1.25,0.635,"",NaN,0,,""
13,1.3,0.6096,"",NaN,0,,"",NaN,13,1.3,0.6096,"",NaN,0,,"",NaN,13,39,0.78,152,154.09375,2.09375,0.8397994748,"0.04296565899",NaN,13,1.3,0.6096,"",NaN,0,,"",NaN,13,1.3,0.6096,"",NaN,0,,"",NaN,13,1.3,0.6096,"",NaN,0,,"",NaN,13,1.3,0.6096,"",NaN,0,,"",NaN,13,1.3,0.6096,"",NaN,0,,""
13.5,1.35,0.5842,"",NaN,0,,"",NaN,13.5,1.35,0.5842,"",NaN,0,,"",NaN,13.5,40.5,0.75,NaN,NaN,0,,"",NaN,13.5,1.35,0.5842,"",NaN,0,,"",NaN,13.5,1.35,0.5842,"",NaN,0,,"",NaN,13.5,1.35,0.5842,"",NaN,0,,"",NaN,13.5,1.35,0.5842,"",NaN,0,,"",NaN,13.5,1.35,0.5842,"",NaN,0,,""
14,1.4,0.5588,"",NaN,0,,"",NaN,14,1.4,0.5588,"",NaN,0,,"",NaN,14,42,0.72,152.15625,153.96875,1.8125,0.7813618341,"0.04875780704",NaN,14,1.4,0.5588,"",NaN,0,,"",NaN,14,1.4,0.5588,"",NaN,0,,"",NaN,14,1.4,0.5588,"",NaN,0,,"",NaN,14,1.4,0.5588,"",NaN,0,,"",NaN,14,1.4,0.5588,"",NaN,0,,""
14.5,1.45,0.5334,"",NaN,0,,"",NaN,14.5,1.45,0.5334,"",NaN,0,,"",NaN,14.5,43.5,0.69,NaN,NaN,0,,"",NaN,14.5,1.45,0.5334,"",NaN,0,,"",NaN,14.5,1.45,0.5334,"",NaN,0,,"",NaN,14.5,1.45,0.5334,"",NaN,0,,"",NaN,14.5,1.45,0.5334,"",NaN,0,,"",NaN,14.5,1.45,0.5334,"",NaN,0,,""
15,1.5,0.508,"",NaN,0,,"",NaN,15,1.5,0.508,"",NaN,0,,"",NaN,15,45,0.66,152.3125,153.8125,1.5,0.7108186533,"0.05210571001",NaN,15,1.5,0.508,"",NaN,0,,"",NaN,15,1.5,0.508,"",NaN,0,,"",NaN,15,1.5,0.508,"",NaN,0,,"",NaN,15,1.5,0.508,"",NaN,0,,"",NaN,15,1.5,0.508,"",NaN,0,,""
15.5,1.55,0.4826,"",NaN,0,,"",NaN,15.5,1.55,0.4826,"",NaN,0,,"",NaN,15.5,46.5,0.63,NaN,NaN,0,,"",NaN,15.5,1.55,0.4826,"",NaN,0,,"",NaN,15.5,1.55,0.4826,"",NaN,0,,"",NaN,15.5,1.55,0.4826,"",NaN,0,,"",NaN,15.5,1.55,0.4826,"",NaN,0,,"",NaN,15.5,1.55,0.4826,"",NaN,0,,""
16,1.6,0.4572,"",NaN,0,,"",NaN,16,1.6,0.4572,"",NaN,0,,"",NaN,16,48,0.6,152.46875,153.625,1.15625,0.6240782677,"0.05158939432",NaN,16,1.6,0.4572,"",NaN,0,,"",NaN,16,1.6,0.4572,"",NaN,0,,"",NaN,16,1.6,0.4572,"",NaN,0,,"",NaN,16,1.6,0.4572,"",NaN,0,,"",NaN,16,1.6,0.4572,"",NaN,0,,""
16.5,1.65,0.4318,"",NaN,0,,"",NaN,16.5,1.65,0.4318,"",NaN,0,,"",NaN,16.5,49.5,0.57,NaN,NaN,0,,"",NaN,16.5,1.65,0.4318,"",NaN,0,,"",NaN,16.5,1.65,0.4318,"",NaN,0,,"",NaN,16.5,1.65,0.4318,"",NaN,0,,"",NaN,16.5,1.65,0.4318,"",NaN,0,,"",NaN,16.5,1.65,0.4318,"",NaN,0,,""
17,1.7,0.4064,"",NaN,0,,"",NaN,17,1.7,0.4064,"",NaN,0,,"",NaN,17,51,0.54,152.59375,153.53125,0.9375,0.5619514869,"0.04759515699",NaN,17,1.7,0.4064,"",NaN,0,,"",NaN,17,1.7,0.4064,"",NaN,0,,"",NaN,17,1.7,0.4064,"",NaN,0,,"",NaN,17,1.7,0.4064,"",NaN,0,,"",NaN,17,1.7,0.4064,"",NaN,0,,""
17.5,1.75,0.381,"",NaN,0,,"",NaN,17.5,1.75,0.381,"",NaN,0,,"",NaN,17.5,52.5,0.51,NaN,NaN,0,,"",NaN,17.5,1.75,0.381,"",NaN,0,,"",NaN,17.5,1.75,0.381,"",NaN,0,,"",NaN,17.5,1.75,0.381,"",NaN,0,,"",NaN,17.5,1.75,0.381,"",NaN,0,,"",NaN,17.5,1.75,0.381,"",NaN,0,,""
18,1.8,0.3556,"",NaN,0,,"",NaN,18,1.8,0.3556,"",NaN,0,,"",NaN,18,54,0.48,152.71875,153.375,0.65625,0.470162346,"0.04169525237",NaN,18,1.8,0.3556,"",NaN,0,,"",NaN,18,1.8,0.3556,"",NaN,0,,"",NaN,18,1.8,0.3556,"",NaN,0,,"",NaN,18,1.8,0.3556,"",NaN,0,,"",NaN,18,1.8,0.3556,"",NaN,0,,""
18.5,1.85,0.3302,"",NaN,0,,"",NaN,18.5,1.85,0.3302,"",NaN,0,,"",NaN,18.5,55.5,0.45,NaN,NaN,0,,"",NaN,18.5,1.85,0.3302,"",NaN,0,,"",NaN,18.5,1.85,0.3302,"",NaN,0,,"",NaN,18.5,1.85,0.3302,"",NaN,0,,"",NaN,18.5,1.85,0.3302,"",NaN,0,,"",NaN,18.5,1.85,0.3302,"",NaN,0,,""
19,1.9,0.3048,"",NaN,0,,"",NaN,19,1.9,0.3048,"",NaN,0,,"",NaN,19,57,0.42,152.8125,153.3125,0.5,0.4103913408,"0.03402951939",NaN,19,1.9,0.3048,"",NaN,0,,"",NaN,19,1.9,0.3048,"",NaN,0,,"",NaN,19,1.9,0.3048,"",NaN,0,,"",NaN,19,1.9,0.3048,"",NaN,0,,"",NaN,19,1.9,0.3048,"",NaN,0,,""
19.5,1.95,0.2794,"",NaN,0,,"",NaN,19.5,1.95,0.2794,"",NaN,0,,"",NaN,19.5,58.5,0.39,NaN,NaN,0,,"",NaN,19.5,1.95,0.2794,"",NaN,0,,"",NaN,19.5,1.95,0.2794,"",NaN,0,,"",NaN,19.5,1.95,0.2794,"",NaN,0,,"",NaN,19.5,1.95,0.2794,"",NaN,0,,"",NaN,19.5,1.95,0.2794,"",NaN,0,,""
20,2,0.254,"",NaN,0,,"",NaN,20,2,0.254,"",NaN,0,,"",NaN,20,60,0.36,152.875,153.1875,0.3125,0.3244428423,"0.02551306648",NaN,20,2,0.254,"",NaN,0,,"",NaN,20,2,0.254,"",NaN,0,,"",NaN,20,2,0.254,"",NaN,0,,"",NaN,20,2,0.254,"",NaN,0,,"",NaN,20,2,0.254,"",NaN,0,,""
20.5,2.05,0.2286,"",NaN,0,,"",NaN,20.5,2.05,0.2286,"",NaN,0,,"",NaN,20.5,61.5,0.33,NaN,NaN,0,,"",NaN,20.5,2.05,0.2286,"",NaN,0,,"",NaN,20.5,2.05,0.2286,"",NaN,0,,"",NaN,20.5,2.05,0.2286,"",NaN,0,,"",NaN,20.5,2.05,0.2286,"",NaN,0,,"",NaN,20.5,2.05,0.2286,"",NaN,0,,""
21,2.1,0.2032,"",NaN,0,,"",NaN,21,2.1,0.2032,"",NaN,0,,"",NaN,21,63,0.3,152.9375,153.125,0.1875,0.251312345,"0.01725045515",NaN,21,2.1,0.2032,"",NaN,0,,"",NaN,21,2.1,0.2032,"",NaN,0,,"",NaN,21,2.1,0.2032,"",NaN,0,,"",NaN,21,2.1,0.2032,"",NaN,0,,"",NaN,21,2.1,0.2032,"",NaN,0,,""
21.5,2.15,0.1778,"",NaN,0,,"",NaN,21.5,2.15,0.1778,"",NaN,0,,"",NaN,21.5,64.5,0.27,NaN,NaN,0,,"",NaN,21.5,2.15,0.1778,"",NaN,0,,"",NaN,21.5,2.15,0.1778,"",NaN,0,,"",NaN,21.5,2.15,0.1778,"",NaN,0,,"",NaN,21.5,2.15,0.1778,"",NaN,0,,"",NaN,21.5,2.15,0.1778,"",NaN,0,,""
22,2.2,0.1524,"",NaN,0,,"",NaN,22,2.2,0.1524,"",NaN,0,,"",NaN,22,66,0.24,153,153.09375,0.09375,0.1777046633,"0.006610571651",NaN,22,2.2,0.1524,"",NaN,0,,"",NaN,22,2.2,0.1524,"",NaN,0,,"",NaN,22,2.2,0.1524,"",NaN,0,,"",NaN,22,2.2,0.1524,"",NaN,0,,"",NaN,22,2.2,0.1524,"",NaN,0,,""
22.5,2.25,0.127,"",NaN,0,,"",NaN,22.5,2.25,0.127,"",NaN,0,,"",NaN,22.5,67.5,0.21,NaN,NaN,0,,"",NaN,22.5,2.25,0.127,"",NaN,0,,"",NaN,22.5,2.25,0.127,"",NaN,0,,"",NaN,22.5,2.25,0.127,"",NaN,0,,"",NaN,22.5,2.25,0.127,"",NaN,0,,"",NaN,22.5,2.25,0.127,"",NaN,0,,""
23,2.3,0.1016,"",NaN,0,,"",NaN,23,2.3,0.1016,"",NaN,0,,"",NaN,23,69,0.18,153.03125,153.03125,0,0,"-0.002558808012",NaN,23,2.3,0.1016,"",NaN,0,,"",NaN,23,2.3,0.1016,"",NaN,0,,"",NaN,23,2.3,0.1016,"",NaN,0,,"",NaN,23,2.3,0.1016,"",NaN,0,,"",NaN,23,2.3,0.1016,"",NaN,0,,""
23.5,2.35,0.0762,"",NaN,0,,"",NaN,23.5,2.35,0.0762,"",NaN,0,,"",NaN,23.5,70.5,0.15,NaN,NaN,0,,"",NaN,23.5,2.35,0.0762,"",NaN,0,,"",NaN,23.5,2.35,0.0762,"",NaN,0,,"",NaN,23.5,2.35,0.0762,"",NaN,0,,"",NaN,23.5,2.35,0.0762,"",NaN,0,,"",NaN,23.5,2.35,0.0762,"",NaN,0,,""
24,2.4,0.0508,"",NaN,0,,"",NaN,24,2.4,0.0508,"",NaN,0,,"",NaN,24,72,0.12,153.0625,153.03125,-0.03125,-0.1025978352,"-0.004925749886",NaN,24,2.4,0.0508,"",NaN,0,,"",NaN,24,2.4,0.0508,"",NaN,0,,"",NaN,24,2.4,0.0508,"",NaN,0,,"",NaN,24,2.4,0.0508,"",NaN,0,,"",NaN,24,2.4,0.0508,"",NaN,0,,""
24.5,2.45,0.0254,"",NaN,0,,"",NaN,24.5,2.45,0.0254,"",NaN,0,,"",NaN,24.5,73.5,0.09,NaN,NaN,0,,"",NaN,24.5,2.45,0.0254,"",NaN,0,,"",NaN,24.5,2.45,0.0254,"",NaN,0,,"",NaN,24.5,2.45,0.0254,"",NaN,0,,"",NaN,24.5,2.45,0.0254,"",NaN,0,,"",NaN,24.5,2.45,0.0254,"",NaN,0,,""
25,2.5,0,"",NaN,0,,"0",NaN,25,2.5,0,"",NaN,0,,"0",NaN,25,75,0.06,153.09375,153,-0.09375,-0.1777046633,"-0.002366941874",NaN,25,2.5,0,"",NaN,0,,"0",NaN,25,2.5,0,"",NaN,0,,"0",NaN,25,2.5,0,"",NaN,0,,"0",NaN,25,2.5,0,"",NaN,0,,"0",NaN,25,2.5,0,"",NaN,0,,"0"
25.5,2.55,-0.0254,"",NaN,0,,"",NaN,25.5,2.55,-0.0254,"",NaN,0,,"",NaN,25.5,76.5,0.03,NaN,NaN,0,,"",NaN,25.5,2.55,-0.0254,"",NaN,0,,"",NaN,25.5,2.55,-0.0254,"",NaN,0,,"",NaN,25.5,2.55,-0.0254,"",NaN,0,,"",NaN,25.5,2.55,-0.0254,"",NaN,0,,"",NaN,25.5,2.55,-0.0254,"",NaN,0,,""
26,2.6,-0.0508,"",NaN,0,,"",NaN,26,2.6,-0.0508,"",NaN,0,,"",NaN,26,78,0,153.09375,153,-0.09375,-0.1777046633,"0",NaN,26,2.6,-0.0508,"",NaN,0,,"",NaN,26,2.6,-0.0508,"",NaN,0,,"",NaN,26,2.6,-0.0508,"",NaN,0,,"",NaN,26,2.6,-0.0508,"",NaN,0,,"",NaN,26,2.6,-0.0508,"",NaN,0,,""
26.5,2.65,-0.0762,"",NaN,0,,"",NaN,26.5,2.65,-0.0762,"",NaN,0,,"",NaN,26.5,79.5,-0.03,NaN,NaN,0,,"",NaN,26.5,2.65,-0.0762,"",NaN,0,,"",NaN,26.5,2.65,-0.0762,"",NaN,0,,"",NaN,26.5,2.65,-0.0762,"",NaN,0,,"",NaN,26.5,2.65,-0.0762,"",NaN,0,,"",NaN,26.5,2.65,-0.0762,"",NaN,0,,""
27,2.7,-0.1016,"",NaN,0,,"",NaN,27,2.7,-0.1016,"",NaN,0,,"",NaN,27,81,-0.06,153.09375,153,-0.09375,-0.1777046633,"-0.002366941874",NaN,27,2.7,-0.1016,"",NaN,0,,"",NaN,27,2.7,-0.1016,"",NaN,0,,"",NaN,27,2.7,-0.1016,"",NaN,0,,"",NaN,27,2.7,-0.1016,"",NaN,0,,"",NaN,27,2.7,-0.1016,"",NaN,0,,""
27.5,2.75,-0.127,"",NaN,0,,"",NaN,27.5,2.75,-0.127,"",NaN,0,,"",NaN,27.5,82.5,-0.09,NaN,NaN,0,,"",NaN,27.5,2.75,-0.127,"",NaN,0,,"",NaN,27.5,2.75,-0.127,"",NaN,0,,"",NaN,27.5,2.75,-0.127,"",NaN,0,,"",NaN,27.5,2.75,-0.127,"",NaN,0,,"",NaN,27.5,2.75,-0.127,"",NaN,0,,""
28,2.8,-0.1524,"",NaN,0,,"",NaN,28,2.8,-0.1524,"",NaN,0,,"",NaN,28,84,-0.12,153.0625,153,-0.0625,-0.14509525,"-0.006125118417",NaN,28,2.8,-0.1524,"",NaN,0,,"",NaN,28,2.8,-0.1524,"",NaN,0,,"",NaN,28,2.8,-0.1524,"",NaN,0,,"",NaN,28,2.8,-0.1524,"",NaN,0,,"",NaN,28,2.8,-0.1524,"",NaN,0,,""
28.5,2.85,-0.1778,"",NaN,0,,"",NaN,28.5,2.85,-0.1778,"",NaN,0,,"",NaN,28.5,85.5,-0.15,NaN,NaN,0,,"",NaN,28.5,2.85,-0.1778,"",NaN,0,,"",NaN,28.5,2.85,-0.1778,"",NaN,0,,"",NaN,28.5,2.85,-0.1778,"",NaN,0,,"",NaN,28.5,2.85,-0.1778,"",NaN,0,,"",NaN,28.5,2.85,-0.1778,"",NaN,0,,""
29,2.9,-0.2032,"",NaN,0,,"",NaN,29,2.9,-0.2032,"",NaN,0,,"",NaN,29,87,-0.18,153.03125,153.03125,0,0,"-0.003758176543",NaN,29,2.9,-0.2032,"",NaN,0,,"",NaN,29,2.9,-0.2032,"",NaN,0,,"",NaN,29,2.9,-0.2032,"",NaN,0,,"",NaN,29,2.9,-0.2032,"",NaN,0,,"",NaN,29,2.9,-0.2032,"",NaN,0,,""
29.5,2.95,-0.2286,"",NaN,0,,"",NaN,29.5,2.95,-0.2286,"",NaN,0,,"",NaN,29.5,88.5,-0.21,NaN,NaN,0,,"",NaN,29.5,2.95,-0.2286,"",NaN,0,,"",NaN,29.5,2.95,-0.2286,"",NaN,0,,"",NaN,29.5,2.95,-0.2286,"",NaN,0,,"",NaN,29.5,2.95,-0.2286,"",NaN,0,,"",NaN,29.5,2.95,-0.2286,"",NaN,0,,""
30,3,-0.254,"",NaN,0,,"",NaN,30,3,-0.254,"",NaN,0,,"",NaN,30,90,-0.24,153,153.09375,0.09375,0.1777046633,"0.006610571651",NaN,30,3,-0.254,"",NaN,0,,"",NaN,30,3,-0.254,"",NaN,0,,"",NaN,30,3,-0.254,"",NaN,0,,"",NaN,30,3,-0.254,"",NaN,0,,"",NaN,30,3,-0.254,"",NaN,0,,""
30.5,3.05,-0.2794,"",NaN,0,,"",NaN,30.5,3.05,-0.2794,"",NaN,0,,"",NaN,30.5,91.5,-0.27,NaN,NaN,0,,"",NaN,30.5,3.05,-0.2794,"",NaN,0,,"",NaN,30.5,3.05,-0.2794,"",NaN,0,,"",NaN,30.5,3.05,-0.2794,"",NaN,0,,"",NaN,30.5,3.05,-0.2794,"",NaN,0,,"",NaN,30.5,3.05,-0.2794,"",NaN,0,,""
31,3.1,-0.3048,"",NaN,0,,"",NaN,31,3.1,-0.3048,"",NaN,0,,"",NaN,31,93,-0.3,152.9375,153.125,0.1875,0.251312345,"0.01725045515",NaN,31,3.1,-0.3048,"",NaN,0,,"",NaN,31,3.1,-0.3048,"",NaN,0,,"",NaN,31,3.1,-0.3048,"",NaN,0,,"",NaN,31,3.1,-0.3048,"",NaN,0,,"",NaN,31,3.1,-0.3048,"",NaN,0,,""
31.5,3.15,-0.3302,"",NaN,0,,"",NaN,31.5,3.15,-0.3302,"",NaN,0,,"",NaN,31.5,94.5,-0.33,NaN,NaN,0,,"",NaN,31.5,3.15,-0.3302,"",NaN,0,,"",NaN,31.5,3.15,-0.3302,"",NaN,0,,"",NaN,31.5,3.15,-0.3302,"",NaN,0,,"",NaN,31.5,3.15,-0.3302,"",NaN,0,,"",NaN,31.5,3.15,-0.3302,"",NaN,0,,""
32,3.2,-0.3556,"",NaN,0,,"",NaN,32,3.2,-0.3556,"",NaN,0,,"",NaN,32,96,-0.36,152.875,153.1875,0.3125,0.3244428423,"0.02551306648",NaN,32,3.2,-0.3556,"",NaN,0,,"",NaN,32,3.2,-0.3556,"",NaN,0,,"",NaN,32,3.2,-0.3556,"",NaN,0,,"",NaN,32,3.2,-0.3556,"",NaN,0,,"",NaN,32,3.2,-0.3556,"",NaN,0,,""
32.5,3.25,-0.381,"",NaN,0,,"",NaN,32.5,3.25,-0.381,"",NaN,0,,"",NaN,32.5,97.5,-0.39,NaN,NaN,0,,"",NaN,32.5,3.25,-0.381,"",NaN,0,,"",NaN,32.5,3.25,-0.381,"",NaN,0,,"",NaN,32.5,3.25,-0.381,"",NaN,0,,"",NaN,32.5,3.25,-0.381,"",NaN,0,,"",NaN,32.5,3.25,-0.381,"",NaN,0,,""
33,3.3,-0.4064,"",NaN,0,,"",NaN,33,3.3,-0.4064,"",NaN,0,,"",NaN,33,99,-0.42,152.8125,153.3125,0.5,0.4103913408,"0.03402951939",NaN,33,3.3,-0.4064,"",NaN,0,,"",NaN,33,3.3,-0.4064,"",NaN,0,,"",NaN,33,3.3,-0.4064,"",NaN,0,,"",NaN,33,3.3,-0.4064,"",NaN,0,,"",NaN,33,3.3,-0.4064,"",NaN,0,,""
33.5,3.35,-0.4318,"",NaN,0,,"",NaN,33.5,3.35,-0.4318,"",NaN,0,,"",NaN,33.5,100.5,-0.45,NaN,NaN,0,,"",NaN,33.5,3.35,-0.4318,"",NaN,0,,"",NaN,33.5,3.35,-0.4318,"",NaN,0,,"",NaN,33.5,3.35,-0.4318,"",NaN,0,,"",NaN,33.5,3.35,-0.4318,"",NaN,0,,"",NaN,33.5,3.35,-0.4318,"",NaN,0,,""
34,3.4,-0.4572,"",NaN,0,,"",NaN,34,3.4,-0.4572,"",NaN,0,,"",NaN,34,102,-0.48,152.6875,153.375,0.6875,0.4812265032,"0.04174391512",NaN,34,3.4,-0.4572,"",NaN,0,,"",NaN,34,3.4,-0.4572,"",NaN,0,,"",NaN,34,3.4,-0.4572,"",NaN,0,,"",NaN,34,3.4,-0.4572,"",NaN,0,,"",NaN,34,3.4,-0.4572,"",NaN,0,,""
34.5,3.45,-0.4826,"",NaN,0,,"",NaN,34.5,3.45,-0.4826,"",NaN,0,,"",NaN,34.5,103.5,-0.51,NaN,NaN,0,,"",NaN,34.5,3.45,-0.4826,"",NaN,0,,"",NaN,34.5,3.45,-0.4826,"",NaN,0,,"",NaN,34.5,3.45,-0.4826,"",NaN,0,,"",NaN,34.5,3.45,-0.4826,"",NaN,0,,"",NaN,34.5,3.45,-0.4826,"",NaN,0,,""
35,3.5,-0.508,"",NaN,0,,"",NaN,35,3.5,-0.508,"",NaN,0,,"",NaN,35,105,-0.54,152.5625,153.5,0.9375,0.5619514869,"0.04764381974",NaN,35,3.5,-0.508,"",NaN,0,,"",NaN,35,3.5,-0.508,"",NaN,0,,"",NaN,35,3.5,-0.508,"",NaN,0,,"",NaN,35,3.5,-0.508,"",NaN,0,,"",NaN,35,3.5,-0.508,"",NaN,0,,""
35.5,3.55,-0.5334,"",NaN,0,,"",NaN,35.5,3.55,-0.5334,"",NaN,0,,"",NaN,35.5,106.5,-0.57,NaN,NaN,0,,"",NaN,35.5,3.55,-0.5334,"",NaN,0,,"",NaN,35.5,3.55,-0.5334,"",NaN,0,,"",NaN,35.5,3.55,-0.5334,"",NaN,0,,"",NaN,35.5,3.55,-0.5334,"",NaN,0,,"",NaN,35.5,3.55,-0.5334,"",NaN,0,,""
36,3.6,-0.5588,"",NaN,0,,"",NaN,36,3.6,-0.5588,"",NaN,0,,"",NaN,36,108,-0.6,152.40625,153.6875,1.28125,0.6569466853,"0.05054473171",NaN,36,3.6,-0.5588,"",NaN,0,,"",NaN,36,3.6,-0.5588,"",NaN,0,,"",NaN,36,3.6,-0.5588,"",NaN,0,,"",NaN,36,3.6,-0.5588,"",NaN,0,,"",NaN,36,3.6,-0.5588,"",NaN,0,,""
36.5,3.65,-0.5842,"",NaN,0,,"",NaN,36.5,3.65,-0.5842,"",NaN,0,,"",NaN,36.5,109.5,-0.63,NaN,NaN,0,,"",NaN,36.5,3.65,-0.5842,"",NaN,0,,"",NaN,36.5,3.65,-0.5842,"",NaN,0,,"",NaN,36.5,3.65,-0.5842,"",NaN,0,,"",NaN,36.5,3.65,-0.5842,"",NaN,0,,"",NaN,36.5,3.65,-0.5842,"",NaN,0,,""
37,3.7,-0.6096,"",NaN,0,,"",NaN,37,3.7,-0.6096,"",NaN,0,,"",NaN,37,111,-0.66,152.25,153.8125,1.5625,0.7254762501,"0.05026545986",NaN,37,3.7,-0.6096,"",NaN,0,,"",NaN,37,3.7,-0.6096,"",NaN,0,,"",NaN,37,3.7,-0.6096,"",NaN,0,,"",NaN,37,3.7,-0.6096,"",NaN,0,,"",NaN,37,3.7,-0.6096,"",NaN,0,,""
37.5,3.75,-0.635,"",NaN,0,,"",NaN,37.5,3.75,-0.635,"",NaN,0,,"",NaN,37.5,112.5,-0.69,NaN,NaN,0,,"",NaN,37.5,3.75,-0.635,"",NaN,0,,"",NaN,37.5,3.75,-0.635,"",NaN,0,,"",NaN,37.5,3.75,-0.635,"",NaN,0,,"",NaN,37.5,3.75,-0.635,"",NaN,0,,"",NaN,37.5,3.75,-0.635,"",NaN,0,,""
38,3.8,-0.6604,"",NaN,0,,"",NaN,38,3.8,-0.6604,"",NaN,0,,"",NaN,38,114,-0.72,152.09375,154,1.90625,0.8013147092,"0.04638436615",NaN,38,3.8,-0.6604,"",NaN,0,,"",NaN,38,3.8,-0.6604,"",NaN,0,,"",NaN,38,3.8,-0.6604,"",NaN,0,,"",NaN,38,3.8,-0.6604,"",NaN,0,,"",NaN,38,3.8,-0.6604,"",NaN,0,,""
38.5,3.85,-0.6858,"",NaN,0,,"",NaN,38.5,3.85,-0.6858,"",NaN,0,,"",NaN,38.5,115.5,-0.75,NaN,NaN,0,,"",NaN,38.5,3.85,-0.6858,"",NaN,0,,"",NaN,38.5,3.85,-0.6858,"",NaN,0,,"",NaN,38.5,3.85,-0.6858,"",NaN,0,,"",NaN,38.5,3.85,-0.6858,"",NaN,0,,"",NaN,38.5,3.85,-0.6858,"",NaN,0,,""
39,3.9,-0.7112,"",NaN,0,,"",NaN,39,3.9,-0.7112,"",NaN,0,,"",NaN,39,117,-0.78,151.9375,154.15625,2.21875,0.8645047259,"0.03882954212",NaN,39,3.9,-0.7112,"",NaN,0,,"",NaN,39,3.9,-0.7112,"",NaN,0,,"",NaN,39,3.9,-0.7112,"",NaN,0,,"",NaN,39,3.9,-0.7112,"",NaN,0,,"",NaN,39,3.9,-0.7112,"",NaN,0,,""
